model,model_label,dataset,dataset_label,strategy,strategy_label,error_rate,sign_class,ok,delta_mcc,p_value
molformer,MolFormer,pgp_broccatelli,Pgp,first,First,0,1,True,0.04155231523016856,0.0005855560302734375
molformer,MolFormer,pgp_broccatelli,Pgp,first,First,10,0,True,0.024101284468013184,0.15364646911621094
molformer,MolFormer,pgp_broccatelli,Pgp,first,First,20,1,True,0.1133627231204774,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,first,First,30,1,True,0.19261689957866784,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,first,First,40,1,True,0.2739182378795356,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_error,MinE,0,1,True,0.029054635344121227,0.012079238891601562
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_error,MinE,10,0,True,0.0025681347587910297,0.4523754119873047
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_error,MinE,20,1,True,0.0699726523788104,0.000133514404296875
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_error,MinE,30,1,True,0.1343941800263685,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_error,MinE,40,1,True,0.19905891423849542,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_error,MaxE,0,1,True,0.049073023309261,0.000133514404296875
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_error,MaxE,10,1,True,0.059461187260963055,0.0001049041748046875
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_error,MaxE,20,1,True,0.184037585516504,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_error,MaxE,30,1,True,0.27558785555859716,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_error,MaxE,40,1,True,0.34654732013684214,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_uncertainty,MinU,0,1,True,0.041939062976151464,9.5367431640625e-06
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_uncertainty,MinU,10,1,True,0.02344643082736131,0.04405403137207031
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_uncertainty,MinU,20,1,True,0.13920391204688037,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_uncertainty,MinU,30,1,True,0.21251530887552866,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,min_oob_uncertainty,MinU,40,1,True,0.2802363724116398,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_uncertainty,MaxU,0,1,True,0.05588069636569015,2.6702880859375e-05
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_uncertainty,MaxU,10,1,True,0.027746174683030866,0.04844093322753906
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_uncertainty,MaxU,20,1,True,0.10677286650840073,9.5367431640625e-06
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_uncertainty,MaxU,30,1,True,0.18442513281400885,1.9073486328125e-06
molformer,MolFormer,pgp_broccatelli,Pgp,max_oob_uncertainty,MaxU,40,1,True,0.2694378354460042,1.9073486328125e-06
molformer,MolFormer,PAMPA_NCATS,PAMPA,random,Random,0,1,True,0.062096695737563795,0.0001049041748046875
molformer,MolFormer,PAMPA_NCATS,PAMPA,random,Random,10,1,True,0.054511821672502986,0.0001049041748046875
molformer,MolFormer,PAMPA_NCATS,PAMPA,random,Random,20,0,True,-0.013923598474009258,0.34881019592285156
molformer,MolFormer,PAMPA_NCATS,PAMPA,random,Random,30,0,True,-0.0021397807435333815,0.8408222198486328
molformer,MolFormer,PAMPA_NCATS,PAMPA,random,Random,40,0,True,-0.0044788610760680345,0.5458755493164062
molformer,MolFormer,PAMPA_NCATS,PAMPA,first,First,0,1,True,0.07403617931835152,1.9073486328125e-06
molformer,MolFormer,PAMPA_NCATS,PAMPA,first,First,10,1,True,0.053430834169532815,0.001209259033203125
molformer,MolFormer,PAMPA_NCATS,PAMPA,first,First,20,0,True,-0.017200695397837307,0.24548721313476562
molformer,MolFormer,PAMPA_NCATS,PAMPA,first,First,30,0,True,0.003590830310560178,0.7285060882568359
molformer,MolFormer,PAMPA_NCATS,PAMPA,first,First,40,0,True,-0.017554066351799125,0.082550048828125
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_error,MinE,0,1,True,0.0592895496158202,2.6702880859375e-05
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_error,MinE,10,1,True,0.0367436400762009,0.000850677490234375
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_error,MinE,20,-1,True,-0.041793500093719904,0.0014324188232421875
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_error,MinE,30,0,True,0.0027696988277557677,0.6742229461669922
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_error,MinE,40,-1,True,-0.01950402634553476,0.04405403137207031
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_error,MaxE,0,0,True,0.021183789477813075,0.09730720520019531
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_error,MaxE,10,1,True,0.06232516198508556,0.0001049041748046875
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_error,MaxE,20,0,True,-0.013552868745650093,0.5458755493164062
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_error,MaxE,30,0,True,0.011602286140968546,0.1893482208251953
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_error,MaxE,40,0,True,-0.004171257134885906,0.47490501403808594
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_uncertainty,MinU,0,1,True,0.05286988761636269,8.20159912109375e-05
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_uncertainty,MinU,10,1,True,0.055788543396572354,0.000209808349609375
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_uncertainty,MinU,20,0,True,-0.01850406005776363,0.14290618896484375
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_uncertainty,MinU,30,0,True,-0.0035380217132711528,0.8123550415039062
molformer,MolFormer,PAMPA_NCATS,PAMPA,min_oob_uncertainty,MinU,40,0,True,-0.007381369815815046,0.5705966949462891
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_uncertainty,MaxU,0,1,True,0.06420157042069155,2.6702880859375e-05
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_uncertainty,MaxU,10,1,True,0.055221312740149325,0.000133514404296875
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_uncertainty,MaxU,20,0,True,-0.021958621363258893,0.13272666931152344
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_uncertainty,MaxU,30,0,True,0.006414949579310075,0.5216732025146484
molformer,MolFormer,PAMPA_NCATS,PAMPA,max_oob_uncertainty,MaxU,40,0,True,-0.007694286537088917,0.5216732025146484
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,random,Random,0,0,True,-0.000534628123838532,0.7285060882568359
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,random,Random,10,1,True,0.05123397956508885,4.76837158203125e-05
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,random,Random,20,1,True,0.029957691351825244,0.00365447998046875
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,random,Random,30,0,True,-0.007927413500812858,0.9272785186767578
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,random,Random,40,1,True,0.0180610795560774,0.03276824951171875
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,first,First,0,0,True,0.008203193717146062,0.24548721313476562
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,first,First,10,1,True,0.050397727632560285,5.7220458984375e-06
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,first,First,20,1,True,0.02393615261098403,0.012079238891601562
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,first,First,30,0,True,0.013735778590552583,0.14290618896484375
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,first,First,40,1,True,0.028891879697745745,0.006389617919921875
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_error,MinE,0,1,True,0.010226051412109527,0.021484375
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_error,MinE,10,1,True,0.023041171599852084,0.017181396484375
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_error,MinE,20,0,True,-0.006627001134905441,0.5705966949462891
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_error,MinE,30,0,True,-0.005503650689201389,0.7561664581298828
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_error,MinE,40,1,True,0.014880734884999261,0.04844093322753906
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_error,MaxE,0,0,True,-0.013064498575371286,0.26109886169433594
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_error,MaxE,10,1,True,0.05519937940553937,9.5367431640625e-06
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_error,MaxE,20,1,True,0.07598018900590747,1.9073486328125e-06
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_error,MaxE,30,1,True,0.03587842222259574,0.001209259033203125
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_error,MaxE,40,1,True,0.05638444606374547,0.0004825592041015625
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_uncertainty,MinU,0,0,True,0.010623836456607694,0.13272666931152344
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_uncertainty,MinU,10,1,True,0.050216935715714894,1.9073486328125e-06
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_uncertainty,MinU,20,1,True,0.034100956883553024,8.20159912109375e-05
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_uncertainty,MinU,30,1,True,0.029766408096178976,0.001209259033203125
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_uncertainty,MinU,40,1,True,0.037465251547034825,0.0010166168212890625
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_uncertainty,MaxU,0,0,True,0.004576817146204504,0.5458755493164062
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_uncertainty,MaxU,10,1,True,0.030792373166732112,8.20159912109375e-05
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_uncertainty,MaxU,20,1,True,0.027030476145883775,0.00485992431640625
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_uncertainty,MaxU,30,1,True,0.02686512363774013,0.006389617919921875
molformer,MolFormer,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_uncertainty,MaxU,40,0,True,0.013162992627457556,0.0758514404296875
molformer,MolFormer,ames,Ames,random,Random,0,-1,True,-0.01635323549466744,0.039989471435546875
molformer,MolFormer,ames,Ames,random,Random,10,-1,True,-0.017022031544345673,0.04405403137207031
molformer,MolFormer,ames,Ames,random,Random,20,0,True,-0.0022542633791639566,0.49800872802734375
molformer,MolFormer,ames,Ames,random,Random,30,0,True,-0.0076817891537514504,0.6812173394627226
molformer,MolFormer,ames,Ames,random,Random,40,0,True,-0.01028513889484925,0.7364328441559214
molformer,MolFormer,ames,Ames,first,First,0,0,True,-0.016638759017115368,0.05316925048828125
molformer,MolFormer,ames,Ames,first,First,10,0,True,-0.01393809040313393,0.17685317993164062
molformer,MolFormer,ames,Ames,first,First,20,0,True,-0.008654197708610367,0.4552335358621803
molformer,MolFormer,ames,Ames,first,First,30,0,True,0.0029190707085142986,0.2958354492077534
molformer,MolFormer,ames,Ames,first,First,40,0,True,-0.02317688998524177,0.20393581537249605
molformer,MolFormer,ames,Ames,min_oob_error,MinE,0,-1,True,-0.020697614158665778,0.04844093322753906
molformer,MolFormer,ames,Ames,min_oob_error,MinE,10,-1,True,-0.05199580724420577,0.01531219482421875
molformer,MolFormer,ames,Ames,min_oob_error,MinE,20,0,True,-0.013029277376065074,0.8694877624511719
molformer,MolFormer,ames,Ames,min_oob_error,MinE,30,-1,True,-0.08394608579484292,0.0020957129058556912
molformer,MolFormer,ames,Ames,min_oob_error,MinE,40,-1,True,-0.07030182253075329,0.0007508313606622919
molformer,MolFormer,ames,Ames,max_oob_error,MaxE,0,0,True,-0.010600268999672313,0.40909767150878906
molformer,MolFormer,ames,Ames,max_oob_error,MaxE,10,0,True,0.012860202603650117,0.1893482208251953
molformer,MolFormer,ames,Ames,max_oob_error,MaxE,20,1,True,0.06039482807002172,9.5367431640625e-06
molformer,MolFormer,ames,Ames,max_oob_error,MaxE,30,1,True,0.09953092029118757,1.9073486328125e-06
molformer,MolFormer,ames,Ames,max_oob_error,MaxE,40,1,True,0.02449895921518898,0.039989471435546875
molformer,MolFormer,ames,Ames,min_oob_uncertainty,MinU,0,0,True,-0.01697611607564775,0.058258056640625
molformer,MolFormer,ames,Ames,min_oob_uncertainty,MinU,10,0,True,-0.019692951552120974,0.24548721313476562
molformer,MolFormer,ames,Ames,min_oob_uncertainty,MinU,20,1,True,0.03739871890041335,0.001689910888671875
molformer,MolFormer,ames,Ames,min_oob_uncertainty,MinU,30,0,True,0.0007878041003154812,0.2957091868675982
molformer,MolFormer,ames,Ames,min_oob_uncertainty,MinU,40,0,True,-0.027851131052132078,0.20294764614852578
molformer,MolFormer,ames,Ames,max_oob_uncertainty,MaxU,0,0,True,-0.015271323294308303,0.0758514404296875
molformer,MolFormer,ames,Ames,max_oob_uncertainty,MaxU,10,0,True,-0.01703405338558739,0.09730720520019531
molformer,MolFormer,ames,Ames,max_oob_uncertainty,MaxU,20,0,True,0.005226362397322326,0.2305126190185547
molformer,MolFormer,ames,Ames,max_oob_uncertainty,MaxU,30,0,True,0.01134125991045834,0.26109886169433594
molformer,MolFormer,ames,Ames,max_oob_uncertainty,MaxU,40,0,True,-0.019884600978362033,0.2463199589015289
molformer,MolFormer,CYP3A4_Veith,CYP3A4,random,Random,0,0,True,-0.0011661817381095618,0.9854354858398438
molformer,MolFormer,CYP3A4_Veith,CYP3A4,random,Random,10,1,True,0.01879514515969849,0.0007076263427734375
molformer,MolFormer,CYP3A4_Veith,CYP3A4,random,Random,20,0,True,0.009325360559516604,0.11398696899414062
molformer,MolFormer,CYP3A4_Veith,CYP3A4,random,Random,30,1,True,0.049764680361992636,1.9073486328125e-06
molformer,MolFormer,CYP3A4_Veith,CYP3A4,random,Random,40,0,True,0.0014160939792229044,0.7648003915420281
molformer,MolFormer,CYP3A4_Veith,CYP3A4,first,First,0,0,True,-0.0012260708808704557,0.8123550415039062
molformer,MolFormer,CYP3A4_Veith,CYP3A4,first,First,10,1,True,0.016388193028157028,0.03623390197753906
molformer,MolFormer,CYP3A4_Veith,CYP3A4,first,First,20,0,True,-0.011550300522744361,0.5216732025146484
molformer,MolFormer,CYP3A4_Veith,CYP3A4,first,First,30,1,True,0.02790432256259831,0.001689910888671875
molformer,MolFormer,CYP3A4_Veith,CYP3A4,first,First,40,0,True,0.0036842214483840674,0.5748192198226911
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_error,MinE,0,0,True,-0.003157801165657337,0.9854354858398438
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_error,MinE,10,1,True,0.011628744202600128,0.029575347900390625
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_error,MinE,20,0,True,-0.025980997179588572,0.16495704650878906
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_error,MinE,30,0,True,-0.05794562722820515,0.17857733189202063
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_error,MinE,40,-1,True,-0.04401478002942444,0.002796919885426909
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_error,MaxE,0,0,True,-0.0016247698867820626,0.8694877624511719
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_error,MaxE,10,1,True,0.03902677428333351,1.9073486328125e-06
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_error,MaxE,20,1,True,0.04018974292571381,1.9073486328125e-05
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_error,MaxE,30,1,True,0.11461098044111709,1.9073486328125e-06
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_error,MaxE,40,1,True,0.14935912876084934,1.9073486328125e-06
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_uncertainty,MinU,0,0,True,-0.002176041139830942,0.956329345703125
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_uncertainty,MinU,10,1,True,0.019153997934811373,0.0031528472900390625
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_uncertainty,MinU,20,0,True,0.010765272402536608,0.08969497680664062
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_uncertainty,MinU,30,1,True,0.05769097492041245,5.7220458984375e-06
molformer,MolFormer,CYP3A4_Veith,CYP3A4,min_oob_uncertainty,MinU,40,0,True,0.014813191026117,0.4773571159785245
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_uncertainty,MaxU,0,0,True,-0.006122970379122683,0.34881019592285156
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_uncertainty,MaxU,10,1,True,0.01849850626798072,0.000850677490234375
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_uncertainty,MaxU,20,1,True,0.01819423503347445,0.0042209625244140625
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_uncertainty,MaxU,30,1,True,0.007181189409008165,0.03332485137761509
molformer,MolFormer,CYP3A4_Veith,CYP3A4,max_oob_uncertainty,MaxU,40,0,True,-0.00293266478436624,0.5255088775153121
molformer,MolFormer,CYP2D6_Veith,CYP2D6,random,Random,0,-1,True,-0.015564619619922726,0.001689910888671875
molformer,MolFormer,CYP2D6_Veith,CYP2D6,random,Random,10,1,True,0.03865047819673767,3.814697265625e-06
molformer,MolFormer,CYP2D6_Veith,CYP2D6,random,Random,20,0,True,-0.0005349888485656207,0.14290618896484375
molformer,MolFormer,CYP2D6_Veith,CYP2D6,random,Random,30,0,True,-0.01179012859897502,0.35048853651091516
molformer,MolFormer,CYP2D6_Veith,CYP2D6,random,Random,40,1,True,0.09449700345666039,0.0002930525201924893
molformer,MolFormer,CYP2D6_Veith,CYP2D6,first,First,0,0,True,-0.00759049420844532,0.082550048828125
molformer,MolFormer,CYP2D6_Veith,CYP2D6,first,First,10,1,True,0.03141749601375804,1.33514404296875e-05
molformer,MolFormer,CYP2D6_Veith,CYP2D6,first,First,20,0,True,0.0002832168926937273,0.15364646911621094
molformer,MolFormer,CYP2D6_Veith,CYP2D6,first,First,30,1,True,0.032353401165203854,1.9073486328125e-06
molformer,MolFormer,CYP2D6_Veith,CYP2D6,first,First,40,1,True,0.11244331148547144,0.00019643672621231134
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_error,MinE,0,-1,True,-0.08179110265818679,1.9073486328125e-06
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_error,MinE,10,-1,True,-0.07800645234497627,1.9073486328125e-06
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_error,MinE,20,-1,True,-0.1434499550244956,8.732637791829415e-05
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_error,MinE,30,-1,True,-0.04015859271916028,0.003174561937795373
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_error,MinE,40,1,True,0.056467451604252226,0.00043777719457466354
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_error,MaxE,0,-1,True,-0.025957552565904374,0.0001049041748046875
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_error,MaxE,10,1,True,0.04984062804240219,1.9073486328125e-06
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_error,MaxE,20,1,True,0.0790970406611296,1.9073486328125e-06
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_error,MaxE,30,1,True,0.09290180531009976,1.9073486328125e-06
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_error,MaxE,40,1,True,0.15568708818856145,0.00019643672621231134
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_uncertainty,MinU,0,0,True,-0.004159951444536736,0.47490501403808594
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_uncertainty,MinU,10,1,True,0.04373137436700719,3.814697265625e-06
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_uncertainty,MinU,20,1,True,0.01841772999429181,0.00365447998046875
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_uncertainty,MinU,30,1,True,0.028726358995341317,0.001689910888671875
molformer,MolFormer,CYP2D6_Veith,CYP2D6,min_oob_uncertainty,MinU,40,1,True,0.11492188276788451,0.00019643672621231134
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_uncertainty,MaxU,0,-1,True,-0.01868331245682736,0.0005855560302734375
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_uncertainty,MaxU,10,1,True,0.018638856973866247,0.0042209625244140625
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_uncertainty,MaxU,20,1,True,0.01262303606357168,0.01531219482421875
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_uncertainty,MaxU,30,0,True,-0.017038270556337692,0.3903676938285392
molformer,MolFormer,CYP2D6_Veith,CYP2D6,max_oob_uncertainty,MaxU,40,1,True,0.09939229990900557,0.00019643672621231134
